"State","Gender","Age.Cohort","Fit.Bound","LE"
"Arkansas","Total","25-34 years","lwr","50.8636635836617"
"Arkansas","Total","25-34 years","upr","54.2499047070222"
"Arkansas","Total","35-44 years","fit","43.2614073240197"
"Arkansas","Total","35-44 years","lwr","41.6789213646064"
"Arkansas","Total","35-44 years","upr","44.9506203482552"
"Arkansas","Total","45-54 years","fit","34.2557633933379"
"Arkansas","Total","45-54 years","lwr","32.767283570462"
"Arkansas","Total","45-54 years","upr","35.8495201164759"
"Arkansas","Total","55-64 years","fit","26.2779227155781"
"Arkansas","Total","55-64 years","lwr","25.1123762853882"
"Arkansas","Total","55-64 years","upr","27.5434419258799"
"Arkansas","Total","65-74 years","fit","19.2780173558646"
"Arkansas","Total","65-74 years","lwr","18.1281378894916"
"Arkansas","Total","65-74 years","upr","20.5303371157743"
"Arkansas","Total","75-84 years","fit","12.683202923384"
"Arkansas","Total","75-84 years","lwr","11.863700222129"
"Arkansas","Total","75-84 years","upr","13.5934583788734"
"Arkansas","Total","85+ years","fit","7.55468096039796"
"Arkansas","Total","85+ years","lwr","6.97615696292604"
"Arkansas","Total","85+ years","upr","8.19269343172186"
"California","Female","< 1 year","fit","84.6940818354303"
"California","Female","< 1 year","lwr","83.0195794209572"
"California","Female","< 1 year","upr","86.427550131972"
"California","Female","1-4 years","fit","84.0247944311568"
"California","Female","1-4 years","lwr","82.4392929725257"
"California","Female","1-4 years","upr","85.683538488418"
"California","Female","5-14 years","fit","80.0703003813808"
"California","Female","5-14 years","lwr","78.5041896343595"
"California","Female","5-14 years","upr","81.7128819877129"
"California","Female","15-24 years","fit","70.1257906244206"
"California","Female","15-24 years","lwr","68.5754166590336"
"California","Female","15-24 years","upr","71.7531836430803"
"California","Female","25-34 years","fit","60.3272632271224"
"California","Female","25-34 years","lwr","58.8201182128745"
"California","Female","25-34 years","upr","61.913930787054"
"California","Female","35-44 years","fit","50.5826117790048"
"California","Female","35-44 years","lwr","49.1108925214427"
"California","Female","35-44 years","upr","52.1342848248396"
"California","Female","45-54 years","fit","40.9753464724316"
"California","Female","45-54 years","lwr","39.5724623619965"
"California","Female","45-54 years","upr","42.4584266395458"
"California","Female","55-64 years","fit","31.898702322501"
"California","Female","55-64 years","lwr","30.6273102611994"
"California","Female","55-64 years","upr","33.2494918182979"
"California","Female","65-74 years","fit","23.4442643402582"
"California","Female","65-74 years","lwr","22.1743694498677"
"California","Female","65-74 years","upr","24.7930148821871"
"California","Female","75-84 years","fit","15.3006116030718"
"California","Female","75-84 years","lwr","14.3148201288619"
"California","Female","75-84 years","upr","16.3554268146152"
"California","Female","85+ years","fit","8.71587428298222"
"California","Female","85+ years","lwr","8.04792863024481"
"California","Female","85+ years","upr","9.45157576325235"
"California","Male","< 1 year","fit","79.8654018847145"
"California","Male","< 1 year","lwr","77.9124509745322"
"California","Male","< 1 year","upr","81.8661893727039"
"California","Male","1-4 years","fit","79.2362941758961"
"California","Male","1-4 years","lwr","77.3897696948335"
"California","Male","1-4 years","upr","81.1461746097988"
"California","Male","5-14 years","fit","75.2864716406211"
"California","Male","5-14 years","lwr","73.4558533806951"
"California","Male","5-14 years","upr","77.1830260225432"
"California","Male","15-24 years","fit","65.349399839466"
"California","Male","15-24 years","lwr","63.5382068919606"
"California","Male","15-24 years","upr","67.2269942685129"
"California","Male","25-34 years","fit","55.8914202316967"
"California","Male","25-34 years","lwr","54.2238658396088"
"California","Male","25-34 years","upr","57.6334197260187"
"California","Male","35-44 years","fit","46.4580685958515"
"California","Male","35-44 years","lwr","44.8881824043171"
"California","Male","35-44 years","upr","48.1030609083033"
"California","Male","45-54 years","fit","37.0959701657625"
"California","Male","45-54 years","lwr","35.6839280609797"
"California","Male","45-54 years","upr","38.5837931048867"
"California","Male","55-64 years","fit","28.4806256691399"
"California","Male","55-64 years","lwr","27.2453538281528"
"California","Male","55-64 years","upr","29.7874602338245"
"California","Male","65-74 years","fit","20.8578931586476"
"California","Male","65-74 years","lwr","19.5958102699635"
"California","Male","65-74 years","upr","22.1911357440221"
"California","Male","75-84 years","fit","13.503920557247"
"California","Male","75-84 years","lwr","12.6729956850298"
"California","Male","75-84 years","upr","14.3858164393544"
"California","Male","85+ years","fit","7.68200770240827"
"California","Male","85+ years","lwr","7.23503969286684"
"California","Male","85+ years","upr","8.1632022796276"
"California","Total","< 1 year","fit","82.2989713167763"
"California","Total","< 1 year","lwr","80.4859129418841"
"California","Total","< 1 year","upr","84.1648409059879"
"California","Total","1-4 years","fit","81.6515776168597"
"California","Total","1-4 years","lwr","79.9341254389796"
"California","Total","1-4 years","upr","83.436500939181"
"California","Total","5-14 years","fit","77.699638171122"
"California","Total","5-14 years","lwr","75.9957478422592"
"California","Total","5-14 years","upr","79.4732723501633"
"California","Total","15-24 years","fit","67.7591756686262"
"California","Total","15-24 years","lwr","66.0711498238307"
"California","Total","15-24 years","upr","69.5174203760235"
"California","Total","25-34 years","fit","58.1412491462002"
"California","Total","25-34 years","lwr","56.5472766735149"
"California","Total","25-34 years","upr","59.810726012143"
"California","Total","35-44 years","fit","48.5660757481243"
"California","Total","35-44 years","lwr","47.0405075483081"
"California","Total","35-44 years","upr","50.167751863042"
"California","Total","45-54 years","fit","39.0904137276646"
"California","Total","45-54 years","lwr","37.6796074636406"
"California","Total","45-54 years","upr","40.5776983787604"
"California","Total","55-64 years","fit","30.2607709363661"
"California","Total","55-64 years","lwr","29.0037853982582"
"California","Total","55-64 years","upr","31.5919630953055"
"California","Total","65-74 years","fit","22.245706875992"
"California","Total","65-74 years","lwr","20.9735591721555"
"California","Total","65-74 years","upr","23.5917883157774"
"California","Total","75-84 years","fit","14.5028373770594"
"California","Total","75-84 years","lwr","13.5893305936543"
"California","Total","75-84 years","upr","15.4755998764"
"California","Total","85+ years","fit","8.29722969196424"
"California","Total","85+ years","lwr","7.72944247490409"
