Age Group,State,Gender,Yearly July 1st Estimates,Population
75-79 years,Nevada,Female,1996,20020
75-79 years,Nevada,Female,1997,21431
75-79 years,Nevada,Female,1998,22709
75-79 years,Nevada,Female,1999,23638
75-79 years,Nevada,Female,2000,24569
75-79 years,Nevada,Female,2001,25748
75-79 years,Nevada,Female,2002,26595
75-79 years,Nevada,Female,2003,27558
75-79 years,Nevada,Female,2004,27768
75-79 years,Nevada,Female,2005,28288
75-79 years,Nevada,Female,2006,28602
75-79 years,Nevada,Female,2007,28640
75-79 years,Nevada,Female,2008,28783
75-79 years,Nevada,Female,2009,29325
75-79 years,Nevada,Female,2010,30038
75-79 years,Nevada,Female,2011,31023
75-79 years,Nevada,Female,2012,32444
75-79 years,Nevada,Female,2013,33955
75-79 years,Nevada,Female,2014,35690
75-79 years,Nevada,Female,2015,37757
75-79 years,Nevada,Female,2016,39872
75-79 years,Nevada,Female,2017,42374
75-79 years,Nevada,Female,2018,45825
75-79 years,Nevada,Female,2019,48745
75-79 years,Nevada,Male,1990,10116
75-79 years,Nevada,Male,1991,11275
75-79 years,Nevada,Male,1992,12252
75-79 years,Nevada,Male,1993,13242
75-79 years,Nevada,Male,1994,14278
75-79 years,Nevada,Male,1995,15337
75-79 years,Nevada,Male,1996,16604
75-79 years,Nevada,Male,1997,17718
75-79 years,Nevada,Male,1998,18899
75-79 years,Nevada,Male,1999,19917
75-79 years,Nevada,Male,2000,20873
75-79 years,Nevada,Male,2001,21829
75-79 years,Nevada,Male,2002,22543
75-79 years,Nevada,Male,2003,23472
75-79 years,Nevada,Male,2004,24508
75-79 years,Nevada,Male,2005,25089
75-79 years,Nevada,Male,2006,25577
75-79 years,Nevada,Male,2007,26085
75-79 years,Nevada,Male,2008,26666
75-79 years,Nevada,Male,2009,27091
75-79 years,Nevada,Male,2010,27792
75-79 years,Nevada,Male,2011,28719
75-79 years,Nevada,Male,2012,29919
75-79 years,Nevada,Male,2013,31544
75-79 years,Nevada,Male,2014,33598
75-79 years,Nevada,Male,2015,35468
75-79 years,Nevada,Male,2016,37266
75-79 years,Nevada,Male,2017,39435
75-79 years,Nevada,Male,2018,42313
75-79 years,Nevada,Male,2019,44530
75-79 years,New Hampshire,Female,1990,14739
75-79 years,New Hampshire,Female,1991,15192
75-79 years,New Hampshire,Female,1992,15595
75-79 years,New Hampshire,Female,1993,15630
75-79 years,New Hampshire,Female,1994,15985
75-79 years,New Hampshire,Female,1995,16281
75-79 years,New Hampshire,Female,1996,16782
75-79 years,New Hampshire,Female,1997,17048
75-79 years,New Hampshire,Female,1998,17513
75-79 years,New Hampshire,Female,1999,17688
75-79 years,New Hampshire,Female,2000,17887
75-79 years,New Hampshire,Female,2001,17797
75-79 years,New Hampshire,Female,2002,18001
75-79 years,New Hampshire,Female,2003,18129
75-79 years,New Hampshire,Female,2004,18301
75-79 years,New Hampshire,Female,2005,18166
75-79 years,New Hampshire,Female,2006,18049
75-79 years,New Hampshire,Female,2007,17913
75-79 years,New Hampshire,Female,2008,17709
75-79 years,New Hampshire,Female,2009,17458
75-79 years,New Hampshire,Female,2010,17454
75-79 years,New Hampshire,Female,2011,17548
75-79 years,New Hampshire,Female,2012,17714
75-79 years,New Hampshire,Female,2013,17938
75-79 years,New Hampshire,Female,2014,18367
75-79 years,New Hampshire,Female,2015,18646
75-79 years,New Hampshire,Female,2016,19232
75-79 years,New Hampshire,Female,2017,20395
75-79 years,New Hampshire,Female,2018,22037
75-79 years,New Hampshire,Female,2019,23356
75-79 years,New Hampshire,Male,1990,9365
75-79 years,New Hampshire,Male,1991,9856
75-79 years,New Hampshire,Male,1992,10128
75-79 years,New Hampshire,Male,1993,10477
75-79 years,New Hampshire,Male,1994,10953
75-79 years,New Hampshire,Male,1995,11203
75-79 years,New Hampshire,Male,1996,11696
75-79 years,New Hampshire,Male,1997,12109
75-79 years,New Hampshire,Male,1998,12314
75-79 years,New Hampshire,Male,1999,12573
75-79 years,New Hampshire,Male,2000,12819
75-79 years,New Hampshire,Male,2001,12825
75-79 years,New Hampshire,Male,2002,12929
75-79 years,New Hampshire,Male,2003,12978
75-79 years,New Hampshire,Male,2004,13361
75-79 years,New Hampshire,Male,2005,13494
75-79 years,New Hampshire,Male,2006,13793
75-79 years,New Hampshire,Male,2007,14034
75-79 years,New Hampshire,Male,2008,14181
75-79 years,New Hampshire,Male,2009,14215
75-79 years,New Hampshire,Male,2010,14320
75-79 years,New Hampshire,Male,2011,14480
75-79 years,New Hampshire,Male,2012,14693
75-79 years,New Hampshire,Male,2013,14983
75-79 years,New Hampshire,Male,2014,15501
75-79 years,New Hampshire,Male,2015,15899
75-79 years,New Hampshire,Male,2016,16447
75-79 years,New Hampshire,Male,2017,17566
75-79 years,New Hampshire,Male,2018,19157
75-79 years,New Hampshire,Male,2019,20421
75-79 years,New Jersey,Female,1990,124280
75-79 years,New Jersey,Female,1991,126262
75-79 years,New Jersey,Female,1992,129127
75-79 years,New Jersey,Female,1993,130745
75-79 years,New Jersey,Female,1994,131819
75-79 years,New Jersey,Female,1995,133881
75-79 years,New Jersey,Female,1996,137158
75-79 years,New Jersey,Female,1997,139321
75-79 years,New Jersey,Female,1998,140874
75-79 years,New Jersey,Female,1999,143041
75-79 years,New Jersey,Female,2000,144763
75-79 years,New Jersey,Female,2001,143358
75-79 years,New Jersey,Female,2002,142675
75-79 years,New Jersey,Female,2003,141769
75-79 years,New Jersey,Female,2004,139104
75-79 years,New Jersey,Female,2005,136742
75-79 years,New Jersey,Female,2006,134974
75-79 years,New Jersey,Female,2007,132637
75-79 years,New Jersey,Female,2008,129363
75-79 years,New Jersey,Female,2009,126866
75-79 years,New Jersey,Female,2010,124839
75-79 years,New Jersey,Female,2011,123639
75-79 years,New Jersey,Female,2012,123291
75-79 years,New Jersey,Female,2013,124800
75-79 years,New Jersey,Female,2014,126976
75-79 years,New Jersey,Female,2015,129068
75-79 years,New Jersey,Female,2016,131706
75-79 years,New Jersey,Female,2017,136816
75-79 years,New Jersey,Female,2018,144497
75-79 years,New Jersey,Female,2019,149093
75-79 years,New Jersey,Male,1990,77553
75-79 years,New Jersey,Male,1991,79502
75-79 years,New Jersey,Male,1992,81707
75-79 years,New Jersey,Male,1993,83071
75-79 years,New Jersey,Male,1994,84210
75-79 years,New Jersey,Male,1995,86351
75-79 years,New Jersey,Male,1996,89383
75-79 years,New Jersey,Male,1997,91464
75-79 years,New Jersey,Male,1998,92982
75-79 years,New Jersey,Male,1999,94572
75-79 years,New Jersey,Male,2000,95804
75-79 years,New Jersey,Male,2001,95716
75-79 years,New Jersey,Male,2002,96255
75-79 years,New Jersey,Male,2003,96533
75-79 years,New Jersey,Male,2004,96224
75-79 years,New Jersey,Male,2005,95986
75-79 years,New Jersey,Male,2006,95306
75-79 years,New Jersey,Male,2007,94052
75-79 years,New Jersey,Male,2008,92814
75-79 years,New Jersey,Male,2009,91064
75-79 years,New Jersey,Male,2010,90117
75-79 years,New Jersey,Male,2011,90247
75-79 years,New Jersey,Male,2012,90975
75-79 years,New Jersey,Male,2013,92631
75-79 years,New Jersey,Male,2014,94820
75-79 years,New Jersey,Male,2015,96679
75-79 years,New Jersey,Male,2016,98815
75-79 years,New Jersey,Male,2017,103033
75-79 years,New Jersey,Male,2018,109631
75-79 years,New Jersey,Male,2019,113487
75-79 years,New Mexico,Female,1990,18375
75-79 years,New Mexico,Female,1991,18966
75-79 years,New Mexico,Female,1992,19173
75-79 years,New Mexico,Female,1993,19650
75-79 years,New Mexico,Female,1994,19993
75-79 years,New Mexico,Female,1995,20440
75-79 years,New Mexico,Female,1996,21197
75-79 years,New Mexico,Female,1997,22361
75-79 years,New Mexico,Female,1998,22851
75-79 years,New Mexico,Female,1999,23933
75-79 years,New Mexico,Female,2000,24830
75-79 years,New Mexico,Female,2001,25086
75-79 years,New Mexico,Female,2002,25164
75-79 years,New Mexico,Female,2003,25572
75-79 years,New Mexico,Female,2004,25403
75-79 years,New Mexico,Female,2005,25703
75-79 years,New Mexico,Female,2006,26255
75-79 years,New Mexico,Female,2007,26693
75-79 years,New Mexico,Female,2008,26723
75-79 years,New Mexico,Female,2009,27098
75-79 years,New Mexico,Female,2010,27418
75-79 years,New Mexico,Female,2011,27922
75-79 years,New Mexico,Female,2012,28339
75-79 years,New Mexico,Female,2013,29276
75-79 years,New Mexico,Female,2014,30371
75-79 years,New Mexico,Female,2015,30885
75-79 years,New Mexico,Female,2016,31752
75-79 years,New Mexico,Female,2017,33168
75-79 years,New Mexico,Female,2018,34970
75-79 years,New Mexico,Female,2019,36505
75-79 years,New Mexico,Male,1990,13554
75-79 years,New Mexico,Male,1991,14136
75-79 years,New Mexico,Male,1992,14419
75-79 years,New Mexico,Male,1993,14904
75-79 years,New Mexico,Male,1994,15279
75-79 years,New Mexico,Male,1995,15718
75-79 years,New Mexico,Male,1996,16444
75-79 years,New Mexico,Male,1997,17255
75-79 years,New Mexico,Male,1998,17888
75-79 years,New Mexico,Male,1999,18541
75-79 years,New Mexico,Male,2000,19164
75-79 years,New Mexico,Male,2001,19351
75-79 years,New Mexico,Male,2002,19599
75-79 years,New Mexico,Male,2003,19950
75-79 years,New Mexico,Male,2004,20160
75-79 years,New Mexico,Male,2005,20984
75-79 years,New Mexico,Male,2006,21533
75-79 years,New Mexico,Male,2007,22040
75-79 years,New Mexico,Male,2008,22379
75-79 years,New Mexico,Male,2009,22669
75-79 years,New Mexico,Male,2010,22961
75-79 years,New Mexico,Male,2011,23348
75-79 years,New Mexico,Male,2012,23860
75-79 years,New Mexico,Male,2013,24625
75-79 years,New Mexico,Male,2014,25517
75-79 years,New Mexico,Male,2015,26229
75-79 years,New Mexico,Male,2016,27029
75-79 years,New Mexico,Male,2017,28027
75-79 years,New Mexico,Male,2018,29769
75-79 years,New Mexico,Male,2019,31108
75-79 years,New York,Female,1990,287654
75-79 years,New York,Female,1991,287822
75-79 years,New York,Female,1992,288910
75-79 years,New York,Female,1993,287712
75-79 years,New York,Female,1994,287123
75-79 years,New York,Female,1995,287749
75-79 years,New York,Female,1996,291458
75-79 years,New York,Female,1997,295798
75-79 years,New York,Female,1998,296953
75-79 years,New York,Female,1999,304492
75-79 years,New York,Female,2000,310650
75-79 years,New York,Female,2001,310842
75-79 years,New York,Female,2002,310528
75-79 years,New York,Female,2003,309083
75-79 years,New York,Female,2004,305159
75-79 years,New York,Female,2005,300688
75-79 years,New York,Female,2006,294299
75-79 years,New York,Female,2007,289456
75-79 years,New York,Female,2008,282804
75-79 years,New York,Female,2009,277019
75-79 years,New York,Female,2010,274177
75-79 years,New York,Female,2011,274170
75-79 years,New York,Female,2012,275827
75-79 years,New York,Female,2013,280401
75-79 years,New York,Female,2014,286492
75-79 years,New York,Female,2015,291312
75-79 years,New York,Female,2016,296771
75-79 years,New York,Female,2017,306390
75-79 years,New York,Female,2018,320713
75-79 years,New York,Female,2019,329841
75-79 years,New York,Male,1990,173652
75-79 years,New York,Male,1991,175425
75-79 years,New York,Male,1992,178164
75-79 years,New York,Male,1993,178614
75-79 years,New York,Male,1994,180044
75-79 years,New York,Male,1995,183378
75-79 years,New York,Male,1996,188423
75-79 years,New York,Male,1997,193559
75-79 years,New York,Male,1998,199789
75-79 years,New York,Male,1999,202573
75-79 years,New York,Male,2000,204840
75-79 years,New York,Male,2001,206183
75-79 years,New York,Male,2002,208767
75-79 years,New York,Male,2003,210293
75-79 years,New York,Male,2004,209995
75-79 years,New York,Male,2005,209992
75-79 years,New York,Male,2006,208144
75-79 years,New York,Male,2007,205984
75-79 years,New York,Male,2008,202501
75-79 years,New York,Male,2009,200328
75-79 years,New York,Male,2010,199751
75-79 years,New York,Male,2011,200615
75-79 years,New York,Male,2012,203334
75-79 years,New York,Male,2013,207424
75-79 years,New York,Male,2014,212041
75-79 years,New York,Male,2015,216053
75-79 years,New York,Male,2016,220625
75-79 years,New York,Male,2017,228861
75-79 years,New York,Male,2018,240479
75-79 years,New York,Male,2019,248265
75-79 years,North Carolina,Female,1990,98703
75-79 years,North Carolina,Female,1991,101435
75-79 years,North Carolina,Female,1992,103626
75-79 years,North Carolina,Female,1993,104755
75-79 years,North Carolina,Female,1994,107026
75-79 years,North Carolina,Female,1995,109193
75-79 years,North Carolina,Female,1996,113031
75-79 years,North Carolina,Female,1997,116782
75-79 years,North Carolina,Female,1998,119720
75-79 years,North Carolina,Female,1999,120983
75-79 years,North Carolina,Female,2000,122210
75-79 years,North Carolina,Female,2001,122343
75-79 years,North Carolina,Female,2002,122975
75-79 years,North Carolina,Female,2003,124280
75-79 years,North Carolina,Female,2004,124299
75-79 years,North Carolina,Female,2005,124701
75-79 years,North Carolina,Female,2006,126664
75-79 years,North Carolina,Female,2007,126826
75-79 years,North Carolina,Female,2008,127584
75-79 years,North Carolina,Female,2009,127075
75-79 years,North Carolina,Female,2010,129298
75-79 years,North Carolina,Female,2011,132274
75-79 years,North Carolina,Female,2012,134445
75-79 years,North Carolina,Female,2013,137861
75-79 years,North Carolina,Female,2014,141848
75-79 years,North Carolina,Female,2015,144864
75-79 years,North Carolina,Female,2016,149470
75-79 years,North Carolina,Female,2017,156769
75-79 years,North Carolina,Female,2018,166985
75-79 years,North Carolina,Female,2019,175865
75-79 years,North Carolina,Male,1990,58001
75-79 years,North Carolina,Male,1991,60294
75-79 years,North Carolina,Male,1992,62435
75-79 years,North Carolina,Male,1993,63901
75-79 years,North Carolina,Male,1994,66338
75-79 years,North Carolina,Male,1995,68365
75-79 years,North Carolina,Male,1996,71600
75-79 years,North Carolina,Male,1997,74395
75-79 years,North Carolina,Male,1998,76674
75-79 years,North Carolina,Male,1999,78572
75-79 years,North Carolina,Male,2000,80227
75-79 years,North Carolina,Male,2001,81241
75-79 years,North Carolina,Male,2002,82912
75-79 years,North Carolina,Male,2003,84934
75-79 years,North Carolina,Male,2004,86169
75-79 years,North Carolina,Male,2005,87322
75-79 years,North Carolina,Male,2006,89596
75-79 years,North Carolina,Male,2007,90676
75-79 years,North Carolina,Male,2008,92150
75-79 years,North Carolina,Male,2009,92908
75-79 years,North Carolina,Male,2010,95658
75-79 years,North Carolina,Male,2011,98711
75-79 years,North Carolina,Male,2012,101272
75-79 years,North Carolina,Male,2013,104832
75-79 years,North Carolina,Male,2014,108765
75-79 years,North Carolina,Male,2015,112140
75-79 years,North Carolina,Male,2016,116730
75-79 years,North Carolina,Male,2017,123319
75-79 years,North Carolina,Male,2018,133084
75-79 years,North Carolina,Male,2019,140441
75-79 years,North Dakota,Female,1990,11081
75-79 years,North Dakota,Female,1991,11198
75-79 years,North Dakota,Female,1992,11152
75-79 years,North Dakota,Female,1993,11195
75-79 years,North Dakota,Female,1994,11251
75-79 years,North Dakota,Female,1995,11139
75-79 years,North Dakota,Female,1996,11009
75-79 years,North Dakota,Female,1997,10915
75-79 years,North Dakota,Female,1998,10894
75-79 years,North Dakota,Female,1999,10883
75-79 years,North Dakota,Female,2000,10821
75-79 years,North Dakota,Female,2001,10792
75-79 years,North Dakota,Female,2002,10631
75-79 years,North Dakota,Female,2003,10644
75-79 years,North Dakota,Female,2004,10826
75-79 years,North Dakota,Female,2005,10878
75-79 years,North Dakota,Female,2006,10694
75-79 years,North Dakota,Female,2007,10750
75-79 years,North Dakota,Female,2008,10533
75-79 years,North Dakota,Female,2009,10354
75-79 years,North Dakota,Female,2010,10215
75-79 years,North Dakota,Female,2011,10156
75-79 years,North Dakota,Female,2012,10040
75-79 years,North Dakota,Female,2013,9965
75-79 years,North Dakota,Female,2014,9890
75-79 years,North Dakota,Female,2015,9782
75-79 years,North Dakota,Female,2016,9723
75-79 years,North Dakota,Female,2017,9813
75-79 years,North Dakota,Female,2018,10124
75-79 years,North Dakota,Female,2019,10400
75-79 years,North Dakota,Male,1990,8025
75-79 years,North Dakota,Male,1991,8124
75-79 years,North Dakota,Male,1992,8276
75-79 years,North Dakota,Male,1993,8215
75-79 years,North Dakota,Male,1994,8194
75-79 years,North Dakota,Male,1995,8222
75-79 years,North Dakota,Male,1996,8214
75-79 years,North Dakota,Male,1997,8196
75-79 years,North Dakota,Male,1998,8073
75-79 years,North Dakota,Male,1999,8188
75-79 years,North Dakota,Male,2000,8280
75-79 years,North Dakota,Male,2001,8377
75-79 years,North Dakota,Male,2002,8460
75-79 years,North Dakota,Male,2003,8610
75-79 years,North Dakota,Male,2004,8667
75-79 years,North Dakota,Male,2005,8631
75-79 years,North Dakota,Male,2006,8445
75-79 years,North Dakota,Male,2007,8268
75-79 years,North Dakota,Male,2008,8289
75-79 years,North Dakota,Male,2009,8067
75-79 years,North Dakota,Male,2010,8087
75-79 years,North Dakota,Male,2011,8010
75-79 years,North Dakota,Male,2012,7947
75-79 years,North Dakota,Male,2013,7917
75-79 years,North Dakota,Male,2014,8011
75-79 years,North Dakota,Male,2015,7987
75-79 years,North Dakota,Male,2016,8080
75-79 years,North Dakota,Male,2017,8325
75-79 years,North Dakota,Male,2018,8761
75-79 years,North Dakota,Male,2019,9189
75-79 years,Ohio,Female,1990,167482
75-79 years,Ohio,Female,1991,171067
75-79 years,Ohio,Female,1992,174488
75-79 years,Ohio,Female,1993,177003
75-79 years,Ohio,Female,1994,178760
75-79 years,Ohio,Female,1995,180618
75-79 years,Ohio,Female,1996,184391
75-79 years,Ohio,Female,1997,188569
75-79 years,Ohio,Female,1998,191556
75-79 years,Ohio,Female,1999,193622
75-79 years,Ohio,Female,2000,195357
75-79 years,Ohio,Female,2001,194658
75-79 years,Ohio,Female,2002,193384
75-79 years,Ohio,Female,2003,193118
75-79 years,Ohio,Female,2004,189470
75-79 years,Ohio,Female,2005,186412
75-79 years,Ohio,Female,2006,183437
75-79 years,Ohio,Female,2007,180175
75-79 years,Ohio,Female,2008,175537
75-79 years,Ohio,Female,2009,171441
75-79 years,Ohio,Female,2010,170253
75-79 years,Ohio,Female,2011,169671
75-79 years,Ohio,Female,2012,170214
75-79 years,Ohio,Female,2013,173350
75-79 years,Ohio,Female,2014,176832
75-79 years,Ohio,Female,2015,178434
75-79 years,Ohio,Female,2016,182079
75-79 years,Ohio,Female,2017,187702
75-79 years,Ohio,Female,2018,196320
75-79 years,Ohio,Female,2019,201005
75-79 years,Ohio,Male,1990,103229
75-79 years,Ohio,Male,1991,106768
75-79 years,Ohio,Male,1992,110096
75-79 years,Ohio,Male,1993,112757
75-79 years,Ohio,Male,1994,115122
75-79 years,Ohio,Male,1995,116886
75-79 years,Ohio,Male,1996,120647
75-79 years,Ohio,Male,1997,124170
75-79 years,Ohio,Male,1998,126505
75-79 years,Ohio,Male,1999,128885
75-79 years,Ohio,Male,2000,130758
75-79 years,Ohio,Male,2001,131665
75-79 years,Ohio,Male,2002,133382
75-79 years,Ohio,Male,2003,134342
75-79 years,Ohio,Male,2004,133604
75-79 years,Ohio,Male,2005,133340
75-79 years,Ohio,Male,2006,132706
75-79 years,Ohio,Male,2007,130895
75-79 years,Ohio,Male,2008,128409
75-79 years,Ohio,Male,2009,126444
75-79 years,Ohio,Male,2010,126541
75-79 years,Ohio,Male,2011,127039
75-79 years,Ohio,Male,2012,128739
75-79 years,Ohio,Male,2013,131944
75-79 years,Ohio,Male,2014,135407
75-79 years,Ohio,Male,2015,136966
75-79 years,Ohio,Male,2016,139960
75-79 years,Ohio,Male,2017,145209
75-79 years,Ohio,Male,2018,152444
75-79 years,Ohio,Male,2019,156582
75-79 years,Oklahoma,Female,1990,52424
75-79 years,Oklahoma,Female,1991,51886
75-79 years,Oklahoma,Female,1992,51280
75-79 years,Oklahoma,Female,1993,51046
75-79 years,Oklahoma,Female,1994,51206
75-79 years,Oklahoma,Female,1995,51670
75-79 years,Oklahoma,Female,1996,52640
75-79 years,Oklahoma,Female,1997,53668
75-79 years,Oklahoma,Female,1998,54244
75-79 years,Oklahoma,Female,1999,54558
75-79 years,Oklahoma,Female,2000,54854
75-79 years,Oklahoma,Female,2001,54757
75-79 years,Oklahoma,Female,2002,54483
75-79 years,Oklahoma,Female,2003,54399
75-79 years,Oklahoma,Female,2004,53668
75-79 years,Oklahoma,Female,2005,53548
75-79 years,Oklahoma,Female,2006,53620
75-79 years,Oklahoma,Female,2007,53397
75-79 years,Oklahoma,Female,2008,53177
75-79 years,Oklahoma,Female,2009,53199
75-79 years,Oklahoma,Female,2010,53704
75-79 years,Oklahoma,Female,2011,53927
75-79 years,Oklahoma,Female,2012,53974
75-79 years,Oklahoma,Female,2013,54507
75-79 years,Oklahoma,Female,2014,55556
75-79 years,Oklahoma,Female,2015,56375
75-79 years,Oklahoma,Female,2016,57842
75-79 years,Oklahoma,Female,2017,59682
75-79 years,Oklahoma,Female,2018,62292
75-79 years,Oklahoma,Female,2019,64437
75-79 years,Oklahoma,Male,1990,32664
75-79 years,Oklahoma,Male,1991,32757
75-79 years,Oklahoma,Male,1992,32958
75-79 years,Oklahoma,Male,1993,33391
75-79 years,Oklahoma,Male,1994,34118
75-79 years,Oklahoma,Male,1995,34850
75-79 years,Oklahoma,Male,1996,36276
75-79 years,Oklahoma,Male,1997,37503
75-79 years,Oklahoma,Male,1998,38087
75-79 years,Oklahoma,Male,1999,38785
75-79 years,Oklahoma,Male,2000,39420
75-79 years,Oklahoma,Male,2001,39619
75-79 years,Oklahoma,Male,2002,39724
75-79 years,Oklahoma,Male,2003,39852
75-79 years,Oklahoma,Male,2004,39699
75-79 years,Oklahoma,Male,2005,40211
75-79 years,Oklahoma,Male,2006,40461
75-79 years,Oklahoma,Male,2007,40491
75-79 years,Oklahoma,Male,2008,40451
75-79 years,Oklahoma,Male,2009,40759
75-79 years,Oklahoma,Male,2010,41526
75-79 years,Oklahoma,Male,2011,42095
75-79 years,Oklahoma,Male,2012,42873
75-79 years,Oklahoma,Male,2013,43860
75-79 years,Oklahoma,Male,2014,44954
75-79 years,Oklahoma,Male,2015,45750
75-79 years,Oklahoma,Male,2016,46594
75-79 years,Oklahoma,Male,2017,48151
75-79 years,Oklahoma,Male,2018,50247
75-79 years,Oklahoma,Male,2019,52000
75-79 years,Oregon,Female,1990,45808
75-79 years,Oregon,Female,1991,47222
75-79 years,Oregon,Female,1992,48374
75-79 years,Oregon,Female,1993,49233
75-79 years,Oregon,Female,1994,50304
75-79 years,Oregon,Female,1995,50804
75-79 years,Oregon,Female,1996,52004
75-79 years,Oregon,Female,1997,53395
75-79 years,Oregon,Female,1998,54368
75-79 years,Oregon,Female,1999,54559
75-79 years,Oregon,Female,2000,54787
75-79 years,Oregon,Female,2001,54341
75-79 years,Oregon,Female,2002,54087
75-79 years,Oregon,Female,2003,53522
75-79 years,Oregon,Female,2004,52821
75-79 years,Oregon,Female,2005,52401
75-79 years,Oregon,Female,2006,52004
75-79 years,Oregon,Female,2007,51407
75-79 years,Oregon,Female,2008,50903
75-79 years,Oregon,Female,2009,50349
75-79 years,Oregon,Female,2010,50282
75-79 years,Oregon,Female,2011,50488
75-79 years,Oregon,Female,2012,51292
75-79 years,Oregon,Female,2013,52791
75-79 years,Oregon,Female,2014,54948
75-79 years,Oregon,Female,2015,57110
75-79 years,Oregon,Female,2016,59763
75-79 years,Oregon,Female,2017,63191
75-79 years,Oregon,Female,2018,68166
75-79 years,Oregon,Female,2019,72328
75-79 years,Oregon,Male,1990,33162
75-79 years,Oregon,Male,1991,34515
75-79 years,Oregon,Male,1992,35388
75-79 years,Oregon,Male,1993,36159
75-79 years,Oregon,Male,1994,37008
75-79 years,Oregon,Male,1995,37634
75-79 years,Oregon,Male,1996,38655
75-79 years,Oregon,Male,1997,39822
75-79 years,Oregon,Male,1998,40086
75-79 years,Oregon,Male,1999,40271
75-79 years,Oregon,Male,2000,40481
75-79 years,Oregon,Male,2001,40427
75-79 years,Oregon,Male,2002,40730
75-79 years,Oregon,Male,2003,41034
75-79 years,Oregon,Male,2004,40915
75-79 years,Oregon,Male,2005,40908
75-79 years,Oregon,Male,2006,40919
75-79 years,Oregon,Male,2007,40607
75-79 years,Oregon,Male,2008,40487
75-79 years,Oregon,Male,2009,40802
75-79 years,Oregon,Male,2010,41332
75-79 years,Oregon,Male,2011,42097
75-79 years,Oregon,Male,2012,43361
75-79 years,Oregon,Male,2013,44896
75-79 years,Oregon,Male,2014,47250
75-79 years,Oregon,Male,2015,49468
75-79 years,Oregon,Male,2016,51894
75-79 years,Oregon,Male,2017,54648
75-79 years,Oregon,Male,2018,59211
75-79 years,Oregon,Male,2019,62707
75-79 years,Pennsylvania,Female,1990,224686
75-79 years,Pennsylvania,Female,1991,229561
75-79 years,Pennsylvania,Female,1992,234062
75-79 years,Pennsylvania,Female,1993,236894
75-79 years,Pennsylvania,Female,1994,238706
75-79 years,Pennsylvania,Female,1995,241508
75-79 years,Pennsylvania,Female,1996,245060
75-79 years,Pennsylvania,Female,1997,248909
75-79 years,Pennsylvania,Female,1998,250376
75-79 years,Pennsylvania,Female,1999,252038
75-79 years,Pennsylvania,Female,2000,253114
75-79 years,Pennsylvania,Female,2001,251498
75-79 years,Pennsylvania,Female,2002,249007
75-79 years,Pennsylvania,Female,2003,247940
75-79 years,Pennsylvania,Female,2004,242785
75-79 years,Pennsylvania,Female,2005,238292
75-79 years,Pennsylvania,Female,2006,233375
75-79 years,Pennsylvania,Female,2007,227870
75-79 years,Pennsylvania,Female,2008,219185
75-79 years,Pennsylvania,Female,2009,211613
75-79 years,Pennsylvania,Female,2010,207174
75-79 years,Pennsylvania,Female,2011,203788
75-79 years,Pennsylvania,Female,2012,202142
75-79 years,Pennsylvania,Female,2013,203802
75-79 years,Pennsylvania,Female,2014,206292
75-79 years,Pennsylvania,Female,2015,206768
75-79 years,Pennsylvania,Female,2016,209787
75-79 years,Pennsylvania,Female,2017,216210
75-79 years,Pennsylvania,Female,2018,227634
75-79 years,Pennsylvania,Female,2019,234688
75-79 years,Pennsylvania,Male,1990,138195
75-79 years,Pennsylvania,Male,1991,142747
75-79 years,Pennsylvania,Male,1992,147029
75-79 years,Pennsylvania,Male,1993,149870
75-79 years,Pennsylvania,Male,1994,151166
75-79 years,Pennsylvania,Male,1995,154585
75-79 years,Pennsylvania,Male,1996,158789
75-79 years,Pennsylvania,Male,1997,162467
75-79 years,Pennsylvania,Male,1998,163929
75-79 years,Pennsylvania,Male,1999,167067
75-79 years,Pennsylvania,Male,2000,169345
75-79 years,Pennsylvania,Male,2001,169767
75-79 years,Pennsylvania,Male,2002,170502
75-79 years,Pennsylvania,Male,2003,171770
75-79 years,Pennsylvania,Male,2004,169877
75-79 years,Pennsylvania,Male,2005,168106
75-79 years,Pennsylvania,Male,2006,165971
75-79 years,Pennsylvania,Male,2007,163030
75-79 years,Pennsylvania,Male,2008,158621
75-79 years,Pennsylvania,Male,2009,155170
75-79 years,Pennsylvania,Male,2010,153324
75-79 years,Pennsylvania,Male,2011,152327
75-79 years,Pennsylvania,Male,2012,152226
75-79 years,Pennsylvania,Male,2013,154306
75-79 years,Pennsylvania,Male,2014,157781
75-79 years,Pennsylvania,Male,2015,159721
75-79 years,Pennsylvania,Male,2016,163136
75-79 years,Pennsylvania,Male,2017,169091
75-79 years,Pennsylvania,Male,2018,179091
75-79 years,Pennsylvania,Male,2019,184835
75-79 years,Rhode Island,Female,1990,18686
75-79 years,Rhode Island,Female,1991,18895
75-79 years,Rhode Island,Female,1992,19121
75-79 years,Rhode Island,Female,1993,19167
75-79 years,Rhode Island,Female,1994,19190
75-79 years,Rhode Island,Female,1995,19400
75-79 years,Rhode Island,Female,1996,19675
75-79 years,Rhode Island,Female,1997,19888
75-79 years,Rhode Island,Female,1998,20065
75-79 years,Rhode Island,Female,1999,20282
75-79 years,Rhode Island,Female,2000,20430
75-79 years,Rhode Island,Female,2001,20290
75-79 years,Rhode Island,Female,2002,20048
75-79 years,Rhode Island,Female,2003,19633
75-79 years,Rhode Island,Female,2004,19203
75-79 years,Rhode Island,Female,2005,18644
